code_commune_insee;nom_de_la_commune;code_postal;ligne_5;libelle_d_acheminement;coordonnees_gps
01026;BAGE LE CHATEL;01380;;BAGE LE CHATEL;46.308270333,4.9298452820000005
27553;ST JULIEN DE LA LIEGUE;27600;;ST JULIEN DE LA LIEGUE;49.140441058,1.286344423
27156;CHERONVILLIERS;27250;;CHERONVILLIERS;48.792601974,0.7610173330000001
01033;VALSERHONE;01200;LANCRANS;VALSERHONE;46.124111549,5.796482369
27562;ST MARCEL;27950;;ST MARCEL;49.091572515,1.4391010020000001
27157;MARBOIS;27160;LE CHESNE;MARBOIS;48.88208544,0.965668297
01036;VALROMEY SUR SERAN;01260;VIEU;VALROMEY SUR SERAN;45.918185011,5.6568848240000005
27565;LE LESME;27160;GUERNANVILLE;LE LESME;48.908432809,0.845422172
27157;MARBOIS;27240;LES ESSARTS;MARBOIS;48.88208544,0.965668297
01037;BENONCES;01470;;BENONCES;45.838144557,5.483119825
27565;LE LESME;27160;STE MARGUERITE DE L AUTEL;LE LESME;48.908432809,0.845422172
27163;COLLETOT;27500;;COLLETOT;49.349598049,0.623986919
01041;BETTANT;01500;;BETTANT;45.937720512,5.365979513
27572;ST MESLIN DU BOSC;27370;;ST MESLIN DU BOSC;49.216027505,0.878103112
27176;COUDRAY;27150;;COUDRAY;49.343652488000004,1.4966923840000002
01044;BILLIAT;01200;;BILLIAT;46.079406273,5.765548016
27582;ST OUEN DU TILLEUL;27670;;ST OUEN DU TILLEUL;49.300810435,0.944919889
27181;COURDEMANCHE;27320;;COURDEMANCHE;48.802398205,1.2769316370000001
01047;BLYES;01150;;BLYES;45.847070433,5.251661374
27590;ST PIERRE DE CERNIERES;27390;;ST PIERRE DE CERNIERES;48.931294053,0.519534045
27185;CRESTOT;27110;;CRESTOT;49.20469657,0.9693104760000001
01050;BOISSEY;01380;;BOISSEY;46.373043501,4.998844748
27597;ST PIERRE DU VAL;27210;;ST PIERRE DU VAL;49.391009609,0.36627764500000004
27190;CROISY SUR EURE;27120;;CROISY SUR EURE;49.026176045,1.342038115
01062;BRESSOLLES;01360;LA LECHERE;BRESSOLLES;45.86942733,5.101495053
27598;ST PIERRE DU VAUVRAY;27430;;ST PIERRE DU VAUVRAY;49.223182781,1.218118734
27198;MESNILS SUR ITON;27240;BUIS SUR DAMVILLE;MESNILS SUR ITON;48.848498895,1.05233504
01065;BUELLAS;01310;CORGENON;BUELLAS;46.210586509,5.145274303
27606;ST SYMPHORIEN;27500;;ST SYMPHORIEN;49.310545877,0.455995152
27198;MESNILS SUR ITON;27240;CRETON;MESNILS SUR ITON;48.848498895,1.05233504
01066;LA BURBANCHE;01510;;LA BURBANCHE;45.859942755,5.545817567
27613;ST VINCENT DU BOULAY;27230;;ST VINCENT DU BOULAY;49.100685327,0.48826821800000003
27198;MESNILS SUR ITON;27240;GRANDVILLIERS;MESNILS SUR ITON;48.848498895,1.05233504
01067;CEIGNES;01430;;CEIGNES;46.125618677,5.495155483
27615;SASSEY;27930;;SASSEY;49.050006442,1.2236266310000001
27198;MESNILS SUR ITON;27240;LE SACQ;MESNILS SUR ITON;48.848498895,1.05233504
01074;CHALAMONT;01320;;CHALAMONT;46.007577226,5.169368719
27625;SUZAY;27420;;SUZAY;49.270068424,1.51340835
27198;MESNILS SUR ITON;27240;LES MINIERES;MESNILS SUR ITON;48.848498895,1.05233504
01080;CHAMPDOR CORCELLES;01110;CHAMPDOR;CHAMPDOR CORCELLES;46.028576252,5.5880089040000005
27627;LE THEIL NOLENT;27230;;LE THEIL NOLENT;49.153046173,0.534573151
27198;MESNILS SUR ITON;27240;MANTHELON;MESNILS SUR ITON;48.848498895,1.05233504
01080;CHAMPDOR CORCELLES;01110;CORCELLES;CHAMPDOR CORCELLES;46.028576252,5.5880089040000005
27629;THIBERVILLE;27230;;THIBERVILLE;49.13211117,0.44002919300000004
27201;DAUBEUF LA CAMPAGNE;27110;;DAUBEUF LA CAMPAGNE;49.188850701,1.030115008
01095;NIVIGNE ET SURAN;01250;GERMAGNAT;NIVIGNE ET SURAN;46.283759087,5.426610623
27632;LE THIL;27150;;LE THIL EN VEXIN;49.307305604,1.555318432
27206;DROISY;27320;PANLATTE;DROISY;48.797716447,1.125754215
01098;CHAZEY BONS;01300;;CHAZEY BONS;45.800812797,5.673644385
27640;TILLEUL DAME AGNES;27170;;TILLEUL DAME AGNES;49.006278506,0.8914797750000001
27210;ECARDENVILLE LA CAMPAGNE;27170;;ECARDENVILLE LA CAMPAGNE;49.124339557,0.8345185730000001
01099;CHAZEY SUR AIN;01150;;CHAZEY SUR AIN;45.893242753,5.254787754
27641;LE TILLEUL LAMBERT;27110;;LE TILLEUL LAMBERT;49.081141483,0.931970845
27213;VEXIN SUR EPTE;27510;FONTENAY EN VEXIN;VEXIN SUR EPTE;49.180317892,1.58166927
01101;CHEVILLARD;01430;;CHEVILLARD;46.110541974,5.581393787
27661;LA TRINITE DE THOUBERVILLE;27310;;LA TRINITE DE THOUBERVILLE;49.365063056,0.8783977820000001
27213;VEXIN SUR EPTE;27630;FOURS EN VEXIN;VEXIN SUR EPTE;49.180317892,1.58166927
01102;CHEVROUX;01190;;CHEVROUX;46.382465302,4.96295233
27662;TRIQUEVILLE;27500;;TRIQUEVILLE;49.329721252,0.437612178
27226;ETREPAGNY;27150;;ETREPAGNY;49.312237917,1.616227236
01109;COLLONGES;01550;;COLLONGES;46.14254416,5.8997020110000005
27666;LA VACHERIE;27400;;LA VACHERIE;49.123726202,1.13635104
27230;EZY SUR EURE;27530;;EZY SUR EURE;48.871302766,1.411650117
01111;CONAND;01230;;CONAND;45.884053467,5.475347591
27670;VANDRIMARE;27380;;VANDRIMARE;49.383026891,1.351107092
27234;FAUVILLE;27930;;FAUVILLE;49.023880063,1.199195545
01134;CROTTET;01290;;CROTTET;46.283058978,4.877612001
27671;VANNECROCQ;27210;;VANNECROCQ;49.30276303,0.42860242800000004
27241;FEUGUEROLLES;27110;;FEUGUEROLLES;49.132486888,1.034384045
01140;CURTAFOND;01310;;CURTAFOND;46.272845103,5.102586674
27674;VAUX SUR EURE;27120;;VAUX SUR EURE;49.035395333,1.333757976
27249;FONTAINE BELLENGER;27600;;FONTAINE BELLENGER;49.180674736,1.253030072
01142;DAGNEUX;01120;;DAGNEUX;45.853464731,5.072826764
27679;VERNEUIL D AVRE ET D ITON;27160;FRANCHEVILLE;VERNEUIL D AVRE ET D ITON;48.762299592,0.8876419940000001
27271;FRESNEY;27220;;FRESNEY;48.947484576,1.306042611
01149;DOUVRES;01500;;DOUVRES;45.984380884,5.371822689
27681;VERNON;27200;;VERNON;49.087718544,1.48471443
27279;GASNY;27620;;GASNY;49.101898508,1.5995746560000002
01152;ECHALLON;01130;;ECHALLON;46.227375756,5.732820146
27682;VESLY;27870;;VESLY;49.242730489,1.641642482
27288;GLOS SUR RISLE;27290;;GLOS SUR RISLE;49.272880078,0.684320663
01156;FARAMANS;01800;;FARAMANS;45.910645635,5.124850948
27683;VEZILLON;27700;;VEZILLON;49.222223348,1.399247241
27289;LA GOULAFRIERE;27390;;LA GOULAFRIERE;48.947340808,0.43152089200000004
01162;FLAXIEU;01350;;FLAXIEU;45.811163575,5.74361882
27685;LA VIEILLE LYRE;27330;CHAMPIGNOLLES;LA VIEILLE LYRE;48.926205647,0.751548419
27299;GRAVIGNY;27930;;GRAVIGNY;49.052057123,1.159934841
01169;GENOUILLEUX;01090;;GENOUILLEUX;46.120504129,4.793274771
27696;VILLIERS EN DESOEUVRE;27640;;VILLIERS EN DESOEUVRE;48.957596533,1.480284442
27301;GROSSOEUVRE;27220;;GROSSOEUVRE;48.940422023,1.18687135
01184;HAUTECOURT ROMANECHE;01250;;HAUTECOURT ROMANECHE;46.161413177,5.429657892
28004;ALLONNES;28150;;ALLONNES;48.331871427,1.651907693
27302;LE BOSC DU THEIL;27370;ST NICOLAS DU BOSC;LE BOSC DU THEIL;49.215652674,0.8508141640000001
01187;HAUT VALROMEY;01260;LE GRAND ABERGEMENT;HAUT VALROMEY;46.047457905,5.687540901
28012;COMMUNE NOUVELLE D ARROU;28290;CHATILLON EN DUNOIS;COMMUNE NOUVELLE D ARROU;48.099479686,1.133123004
27324;HEBECOURT;27150;;HEBECOURT;49.3579025,1.722891061
01187;HAUT VALROMEY;01260;LE PETIT ABERGEMENT;HAUT VALROMEY;46.047457905,5.687540901
28015;AUNEAU BLEURY ST SYMPHORIEN;28700;ST SYMPHORIEN LE CHATEAU;AUNEAU BLEURY ST SYMPHORIEN;48.499642222,1.774108008
27327;HECTOMARE;27110;;HECTOMARE;49.192492209,0.944890125
01200;LABALME;01450;;LABALME;46.093436165,5.49340661
28023;BAILLEAU ARMENONVILLE;28320;;BAILLEAU ARMENONVILLE;48.526932725,1.647988328
27331;HEUBECOURT HARICOURT;27630;HEUBECOURT;HEUBECOURT HARICOURT;49.130163402,1.563983698
01208;LAVOURS;01350;;LAVOURS;45.810937073,5.772831597
28027;LA BAZOCHE GOUET;28330;;LA BAZOCHE GOUET;48.140192254,0.970751715
27332;HEUDEBOUVILLE;27600;;HEUDEBOUVILLE;49.192430563,1.236824538
01213;LEYMENT;01150;;LEYMENT;45.927266966,5.294538891
28034;BERCHERES ST GERMAIN;28300;ST GERMAIN LA GATINE;BERCHERES ST GERMAIN;48.534878113,1.468809372
27335;HEUDREVILLE SUR EURE;27400;;HEUDREVILLE SUR EURE;49.132547788,1.189269333
01215;SURJOUX LHOPITAL;01420;LHOPITAL;SURJOUX LHOPITAL;46.027652991,5.783270343
28035;BERCHERES LES PIERRES;28630;;BERCHERES LES PIERRES;48.373614382,1.5559487600000002
27349;ILLEVILLE SUR MONTFORT;27290;;ILLEVILLE SUR MONTFORT;49.31991774,0.7094817170000001
01227;MAGNIEU;01300;ST CHAMP;MAGNIEU;45.778861375,5.722906834
28036;BERCHERES SUR VESGRE;28260;;BERCHERES SUR VESGRE;48.844020125,1.553118209
27359;JUIGNETTES;27250;;JUIGNETTES;48.847343907,0.6433932680000001
01230;MANTENAY MONTLIN;01560;;MANTENAY MONTLIN;46.430174586,5.106638908
28040;BILLANCELLES;28190;;BILLANCELLES;48.494447753,1.214067445
27361;LA LANDE ST LEGER;27210;ST LEGER SUR BONNEVILLE;LA LANDE ST LEGER;49.297401804,0.33534803900000004
01232;MARBOZ;01851;;MARBOZ;46.343877245,5.24375592
28045;BOISSY EN DROUAIS;28500;;BOISSY EN DROUAIS;48.729173554,1.251582112
27364;LAUNAY;27470;;LAUNAY;49.10835782,0.7377586650000001
01247;MIJOUX;01410;;MIJOUX;46.361563083,6.008141903
28047;BOISVILLE LA ST PERE;28150;;BOISVILLE LA ST PERE;48.331721379,1.699934028
27376;LOUYE;27650;;LOUYE;48.796725313,1.319651219
01249;MIRIBEL;01700;LES ECHETS;MIRIBEL;45.844720633,4.940785036
28048;LA BOURDINIERE ST LOUP;28360;;LA BOURDINIERE ST LOUP;48.316551446,1.4299703990000001
27377;LYONS LA FORET;27480;;LYONS LA FORET;49.394006423,1.473126777
01260;LE MONTELLIER;01800;;LE MONTELLIER;45.928791326,5.071383306
28050;BONCOURT;28260;;BONCOURT;48.846894524,1.463831389
27386;LE MANOIR;27460;;LE MANOIR;49.317269512,1.199900666
01262;MONTLUEL;01120;;MONTLUEL;45.88696826,5.006439066
28051;BONNEVAL;28800;;BONNEVAL;48.181215375,1.385487614
27395;MELICOURT;27390;;MELICOURT;48.91241108,0.50274638
01263;MONTMERLE SUR SAONE;01090;;MONTMERLE SUR SAONE;46.085349049,4.760480813
28062;BROUE;28410;;BROUE;48.75205736,1.524602421
27396;MENESQUEVILLE;27850;;MENESQUEVILLE;49.357541512,1.406610874
01265;MONTREAL LA CLUSE;01460;;MONTREAL LA CLUSE;46.179368209,5.595171755
28078;CHAPELLE GUILLAUME;28330;;CHAPELLE GUILLAUME;48.119243102,0.8932169440000001
27397;MENILLES;27120;;MENILLES;49.038576447,1.3704659
01268;MURS ET GELIGNIEUX;01300;;MURS ET GELIGNIEUX;45.642252093,5.660672595
28086;CHASSANT;28480;;CHASSANT;48.292082738,1.067964146
27400;MEREY;27640;;MEREY;48.958232997,1.392768932
01281;ORNEX;01210;;ORNEX;46.277348698,6.094057682
28089;CHATEAUNEUF EN THYMERAIS;28170;;CHATEAUNEUF EN THYMERAIS;48.588691406,1.237725005
27410;MISEREY;27930;;MISEREY;49.019515403,1.260885303
01283;OYONNAX;01100;;OYONNAX;46.261174589,5.652522302
28103;CLOYES LES TROIS RIVIERES;28220;CHARRAY;CLOYES LES TROIS RIVIERES;48.000617158,1.290455048
27414;MONTREUIL L ARGILLE;27390;;MONTREUIL L ARGILLE;48.93944599,0.46797293500000003
01283;OYONNAX;01100;BOUVENT;OYONNAX;46.261174589,5.652522302
28103;CLOYES LES TROIS RIVIERES;28220;ROMILLY SUR AIGRE;CLOYES LES TROIS RIVIERES;48.000617158,1.290455048
27415;MORAINVILLE JOUVEAUX;27260;JOUVEAUX;MORAINVILLE JOUVEAUX;49.222893129,0.44321168
01290;PEROUGES;01800;;PEROUGES;45.880954446,5.179578034
28107;CORANCEZ;28630;;CORANCEZ;48.367379745,1.515130154
27417;MORGNY;27150;;MORGNY;49.377675386,1.579251935
01293;PEYRIAT;01430;;PEYRIAT;46.149983094,5.505681228
28113;COULOMBS;28210;;COULOMBS;48.655870821,1.553384022
27425;NASSANDRES SUR RISLE;27550;FONTAINE LA SORET;NASSANDRES SUR RISLE;49.14237939,0.714290167
01302;POLLIEU;01350;;POLLIEU;45.796850297,5.7482441
28120;CRUCEY VILLAGES;28270;VITRAY SOUS BREZOLLES;CRUCEY VILLAGES;48.668327968,1.106686824
27427;NEAUFLES AUVERGNY;27250;;NEAUFLES AUVERGNY;48.874702476,0.744632052
01304;PONT D AIN;01160;;PONT D AIN;46.054298976,5.346959857
28128;DANGERS;28190;;DANGERS;48.509560285,1.349992899
27428;LE NEUBOURG;27110;;LE NEUBOURG;49.148758312,0.8968444390000001
01307;PORT;01460;;PORT;46.156073474,5.57575885
28137;ECROSNES;28320;;ECROSNES;48.553691043,1.733635658
27439;NORMANVILLE;27930;;NORMANVILLE;49.072598855,1.161583866
01311;PREMILLIEU;01110;;PREMILLIEU;45.876640987,5.56447492
28139;EPEAUTROLLES;28120;;EPEAUTROLLES;48.312731519,1.3322374
27445;NOYERS;27720;;NOYERS;49.245452915,1.67360756
01313;PREVESSIN MOENS;01280;;PREVESSIN MOENS;46.258394588,6.072289047
28141;ERMENONVILLE LA GRANDE;28120;;ERMENONVILLE LA GRANDE;48.335420563,1.380652553
27446;ORMES;27190;;ORMES;49.05610759,0.955412298
01323;REYSSOUZE;01190;;REYSSOUZE;46.428820389,4.913367601
28156;FONTAINE SIMON;28240;;FONTAINE SIMON;48.508848484,0.992332516
27447;LE VAL DORE;27190;LE MESNIL HARDRAY;LE VAL DORE;48.946632777,0.99214952
01331;ST ALBAN;01450;;ST ALBAN;46.098069928,5.454852166
28158;FONTENAY SUR EURE;28630;;FONTENAY SUR EURE;48.405907231,1.422466453
27456;PINTERVILLE;27400;;PINTERVILLE;49.19178824,1.190741176
01334;ST ANDRE D HUIRIAT;01290;;ST ANDRE D HUIRIAT;46.214063464,4.912995141
28161;FRAZE;28160;;FRAZE;48.259814475,1.099172773
27467;PONT AUDEMER;27500;ST PAUL SUR RISLE;PONT AUDEMER;49.345765639,0.521086602
01338;GROSLEE ST BENOIT;01300;ST BENOIT;GROSLEE ST BENOIT;45.69767397,5.58124515
28168;GALLARDON;28320;MONTLOUET;GALLARDON;48.533556977,1.688709887
27468;PONT AUTHOU;27290;;PONT AUTHOU;49.243490751,0.70183924
01350;ST ETIENNE DU BOIS;01370;;ST ETIENNE DU BOIS;46.274684341,5.283804909
28170;GARANCIERES EN DROUAIS;28500;;GARANCIERES EN DROUAIS;48.702689198,1.283357594
27490;RICHEVILLE;27420;;RICHEVILLE;49.257804315,1.537473815
01352;ST ETIENNE SUR REYSSOUZE;01190;;ST ETIENNE SUR REYSSOUZE;46.403232881,5.005524226
28184;GOUILLONS;28310;;GOUILLONS;48.342453542,1.843396958
27492;ROMILLY LA PUTHENAYE;27170;;ROMILLY LA PUTHENAYE;49.013775971,0.8379887960000001
01353;STE EUPHEMIE;01600;;STE EUPHEMIE;45.967185072,4.794836579
28185;GOUSSAINVILLE;28410;;GOUSSAINVILLE;48.780166176,1.5602132050000002
27496;ROSAY SUR LIEURE;27790;;ROSAY SUR LIEURE;49.37470505,1.428202926
01355;ST GENIS SUR MENTHON;01380;;ST GENIS SUR MENTHON;46.282127138,5.013710668
28197;INTREVILLE;28310;;INTREVILLE;48.298048961,1.9355002520000002
27520;ST BENOIT DES OMBRES;27450;;ST BENOIT DES OMBRES;49.226325608,0.618593709
01359;ST GERMAIN SUR RENON;01240;;ST GERMAIN SUR RENON;46.080092442,5.060333912
28199;JANVILLE EN BEAUCE;28310;ALLAINES MERVILLIERS;JANVILLE EN BEAUCE;48.198765118,1.850345978
27521;ST CHRISTOPHE SUR AVRE;27820;;ST CHRISTOPHE SUR AVRE;48.698864451,0.805428223
01362;ST JEAN DE THURIGNEUX;01390;;ST JEAN DE THURIGNEUX;45.959964264,4.899447068
28220;LUISANT;28600;;LUISANT;48.42324352,1.468588723
27528;LE VAUDREUIL;27100;;LE VAUDREUIL;49.260851349,1.197629648
01365;ST JEAN SUR VEYLE;01290;;ST JEAN SUR VEYLE;46.268413023,4.92282422
28225;MAGNY;28120;;MAGNY;48.344743694,1.270953616
27531;ST DENIS DES MONTS;27520;;ST DENIS DES MONTS;49.25633133,0.806450137
01382;STE OLIVE;01330;;STE OLIVE;46.014041877,4.936006075
28226;MAILLEBOIS;28170;;MAILLEBOIS;48.632130902,1.14962977
27534;ST DIDIER DES BOIS;27370;;ST DIDIER DES BOIS;49.243003918,1.037802664
01386;ST SORLIN EN BUGEY;01150;;ST SORLIN EN BUGEY;45.88627813,5.376602824
28230;MAISONS;28700;;MAISONS;48.404067367,1.8442020970000002
27539;ST ETIENNE SOUS BAILLEUL;27920;;ST ETIENNE SOUS BAILLEUL;49.115684401,1.405024493
01400;SEILLONNAZ;01470;;SEILLONNAZ;45.797149229,5.497658476
28242;MEREGLISE;28120;;MEREGLISE;48.293540623,1.184110865
27540;STE GENEVIEVE LES GASNY;27620;;STE GENEVIEVE LES GASNY;49.081907847,1.570691834
01407;SEYSSEL;01420;;SEYSSEL;45.948191171,5.826182273
28256;MOLEANS;28200;;MOLEANS;48.112873924,1.402246976
27541;LE MESNIL ST JEAN;27560;ST JEAN DE LA LEQUERAYE;LE MESNIL ST JEAN;49.219496742,0.562037462
01415;TALISSIEU;01510;;TALISSIEU;45.86344657,5.720504574
28259;MONTBOISSIER;28800;;MONTBOISSIER;48.229405835,1.410342824
27545;ST GERMAIN DE PASQUIER;27370;;ST GERMAIN DE PASQUIER;49.241413202,0.9910734390000001
01436;VESANCY;01170;;VESANCY;46.36148508,6.084582259
28275;NERON;28210;;NERON;48.596344896,1.50335844
27554;LA CHAPELLE LONGUEVILLE;27950;ST PIERRE D AUTILS;LA CHAPELLE LONGUEVILLE;49.111491791,1.436306231
01439;VESINES;01570;;VESINES;46.358983391,4.862419053
28298;PIERRES;28130;;PIERRES;48.589048939,1.551706259
27555;ST LAURENT DES BOIS;27220;;ST LAURENT DES BOIS;48.845757587,1.319748317
01444;VILLEBOIS;01150;;VILLEBOIS;45.848455252,5.447387286
28305;PRE ST EVROULT;28800;;PRE ST EVROULT;48.18789458,1.460443604
27570;ST MARTIN LA CAMPAGNE;27930;;ST MARTIN LA CAMPAGNE;49.065468177,1.07641831
01450;VILLIEU LOYES MOLLON;01800;MOLLON;VILLIEU LOYES MOLLON;45.932316137,5.229523775
28312;PUISEUX;28170;;PUISEUX;48.639039834,1.3684414550000001
27571;ST MARTIN ST FIRMIN;27450;;ST MARTIN ST FIRMIN;49.293701233,0.560147438
01452;VIRIEU LE GRAND;01510;;VIRIEU LE GRAND;45.846709605,5.639958553
28319;ROUVRAY ST DENIS;28310;;ROUVRAY ST DENIS;48.276797175,1.9420662100000001
27578;STE MARIE D ATTEZ;27160;DAME MARIE;STE MARIE D ATTEZ;48.802987584,0.9697895480000001
01454;VIRIGNIN;01300;;VIRIGNIN;45.726775376,5.713059123
28321;ROUVRES;28260;;ROUVRES;48.832017574,1.480175306
27584;ST PAUL DE FOURQUES;27800;;ST PAUL DE FOURQUES;49.218119251,0.7947003330000001
02001;ABBECOURT;02300;;ABBECOURT;49.599684482,3.176852327
28330;VILLEMAURY;28200;LUTZ EN DUNOIS;VILLEMAURY;48.050255537,1.457282476
27589;ST PIERRE DE BAILLEUL;27920;;ST PIERRE DE BAILLEUL;49.126408501,1.383728814
02002;ACHERY;02800;;ACHERY;49.694004156,3.397491579
28331;SAINTIGNY;28480;ST DENIS D AUTHOU;SAINTIGNY;48.348584976,1.001902493
27592;ST PIERRE DE SALERNE;27800;;ST PIERRE DE SALERNE;49.205288821,0.6665577460000001
02016;ANDELAIN;02800;;ANDELAIN;49.641183256,3.36941838
28334;ST DENIS LANNERAY;28200;LANNERAY;ST DENIS LANNERAY;48.07790464,1.244039143
27599;ST PIERRE LA GARENNE;27600;;ST PIERRE LA GARENNE;49.147773527,1.391221258
02020;ANY MARTIN RIEUX;02500;;ANY MARTIN RIEUX;49.881643579,4.223934549
28334;ST DENIS LANNERAY;28200;ST DENIS LES PONTS;ST DENIS LANNERAY;48.07790464,1.244039143
27603;ST SIMEON;27560;;ST SIMEON;49.28525246,0.518367429
02025;ARTEMPS;02480;;ARTEMPS;49.761601531,3.197375465
28358;ST PREST;28300;;ST PREST;48.492076678,1.513386837
27605;ST SYLVESTRE DE CORMEILLES;27260;;ST SYLVESTRE DE CORMEILLES;49.247221938,0.421016971
02029;ATTILLY;02490;;ATTILLY;49.855348527,3.15428951
28360;ST SAUVEUR MARVILLE;28170;MARVILLE LES BOIS;ST SAUVEUR MARVILLE;48.604407309,1.285754671
27611;ST VIGOR;27930;;ST VIGOR;49.075108635,1.259842624
02032;AUBIGNY AUX KAISNES;02590;;AUBIGNY AUX KAISNES;49.77240406,3.119507994
28363;SAINVILLE;28700;;SAINVILLE;48.415502379,1.8815457260000001
27623;SURTAUVILLE;27400;;SURTAUVILLE;49.198800599,1.054439789
02043;BAGNEUX;02290;;BAGNEUX;49.459937203,3.279039827
28372;SENANTES;28210;;SENANTES;48.656142491,1.584242319
27624;SURVILLE;27400;;SURVILLE;49.20101993,1.102576958
02048;BARENTON SUR SERRE;02270;;BARENTON SUR SERRE;49.66784668,3.690732262
28383;THEUVILLE;28150;PEZY;THEUVILLE;48.329260758,1.586409207
27630;THIBOUVILLE;27800;;THIBOUVILLE;49.140844526,0.803589325
02054;BAZOCHES ET ST THIBAUT;02220;ST THIBAUT;BAZOCHES ET ST THIBAUT;49.30645766,3.615341588
28391;TOURY;28310;;TOURY;48.195589778,1.9443731890000002
27644;TILLY;27510;;TILLY;49.141723538,1.527877849
02060;BEAUVOIS EN VERMANDOIS;02590;;BEAUVOIS EN VERMANDOIS;49.83415186,3.103106259
28393;TREMBLAY LES VILLAGES;28170;CHENE CHENU;TREMBLAY LES VILLAGES;48.588018417,1.369529036
27646;LE TORPT;27210;;LE TORPT;49.337480446,0.381829617
02063;BELLENGLISE;02420;;BELLENGLISE;49.925986684,3.244543321
28393;TREMBLAY LES VILLAGES;28170;ECUBLE;TREMBLAY LES VILLAGES;48.588018417,1.369529036
27650;TOURNEDOS BOIS HUBERT;27180;;TOURNEDOS BOIS HUBERT;49.07346886,0.987148652
02066;BENAY;02440;;BENAY;49.755611918,3.3084926550000002
28398;UNVERRE;28160;;UNVERRE;48.189587711,1.071660958
27658;LE TREMBLAY OMONVILLE;27110;;LE TREMBLAY OMONVILLE;49.120810178,0.914374062
02073;BERRY AU BAC;02190;;BERRY AU BAC;49.408645633,3.899004938
28406;EOLE EN BEAUCE;28140;GERMIGNONVILLE;EOLE EN BEAUCE;48.21108651,1.670451044
27663;LE TRONCQ;27110;;LE TRONCQ;49.192960628,0.91741733
02074;BERTAUCOURT EPOURDON;02800;;BERTAUCOURT EPOURDON;49.627338651,3.397352094
28410;VILLAMPUY;28200;;VILLAMPUY;48.039968217,1.511421023
27664;LE TRONQUAY;27480;;LE TRONQUAY;49.437823541,1.454168879
02078;BESME;02300;;BESME;49.534048357,3.163311485
28414;VILLEBON;28190;;VILLEBON;48.388628232,1.198233718
27667;VALAILLES;27300;;VALAILLES;49.118299418,0.616487827
02082;BEUGNEUX;02210;;BEUGNEUX;49.227311242,3.416475399
28426;YMONVILLE;28150;;YMONVILLE;48.250236035,1.750092835
27677;VENON;27110;;VENON;49.173064324,1.051861714
02086;BICHANCOURT;02300;;BICHANCOURT;49.57913903,3.212643827
29005;BAYE;29300;;BAYE;47.85584953,-3.6132317609999998
27678;LES VENTES;27180;;LES VENTES;48.955419804,1.066564973
02087;BIEUXY;02290;;BIEUXY;49.447456964,3.269941259
29010;BODILIS;29400;;BODILIS;48.515319658,-4.120072961
27695;VILLEZ SUR LE NEUBOURG;27110;;VILLEZ SUR LE NEUBOURG;49.146864448,0.859821323
02096;BOIS LES PARGNY;02270;;BOIS LES PARGNY;49.737172274,3.654174783
29018;BRENNILIS;29690;;BRENNILIS;48.359908338,-3.85090142
27697;VIRONVAY;27400;;VIRONVAY;49.206194885,1.219021092
02102;BOUCONVILLE VAUCLAIR;02860;;BOUCONVILLE VAUCLAIR;49.460193485,3.756684634
29022;CAMARET SUR MER;29570;;CAMARET SUR MER;48.268164414,-4.586900059
28013;AUNAY SOUS AUNEAU;28700;;AUNAY SOUS AUNEAU;48.442932748,1.8138739570000002
02105;BOURESCHES;02400;;BOURESCHES;49.067056293,3.316703204
29027;CHATEAUNEUF DU FAOU;29520;;CHATEAUNEUF DU FAOU;48.18882094,-3.820859301
28015;AUNEAU BLEURY ST SYMPHORIEN;28700;AUNEAU;AUNEAU BLEURY ST SYMPHORIEN;48.499642222,1.774108008
02124;BRISSY HAMEGICOURT;02240;;BRISSY HAMEGICOURT;49.742857871,3.399923608
29029;CLEDEN POHER;29270;;CLEDEN POHER;48.243110111,-3.664154297
28022;BAILLEAU L EVEQUE;28300;;BAILLEAU L EVEQUE;48.487660782,1.396772193
02125;BRUMETZ;02810;;BRUMETZ;49.110351585,3.153350725
29034;LE CLOITRE ST THEGONNEC;29410;;LE CLOITRE ST THEGONNEC;48.459764244,-3.7924611280000002
28025;BARMAINVILLE;28310;;BARMAINVILLE;48.258823903,1.954238893
02126;BRUNEHAMEL;02360;;BRUNEHAMEL;49.771382057,4.186261479
29040;LE CONQUET;29217;;LE CONQUET;48.357025748,-4.762265499
28031;BEAUMONT LES AUTELS;28480;;BEAUMONT LES AUTELS;48.240236864,0.952635972
02131;BUCY LE LONG;02880;;BUCY LE LONG;49.387973822,3.398519722
29041;CORAY;29370;;CORAY;48.065941549,-3.85507578
28034;BERCHERES ST GERMAIN;28300;;BERCHERES ST GERMAIN;48.534878113,1.468809372
02139;CAILLOUEL CREPIGNY;02300;;CAILLOUEL CREPIGNY;49.617755672,3.121707969
29048;EDERN;29510;;EDERN;48.119421865,-3.960660135
28046;BOISSY LES PERCHE;28340;;BOISSY LES PERCHE;48.680494629,0.9016515890000001
02140;CAMELIN;02300;LOMBRAY;CAMELIN;49.52049848,3.127624347
29058;FOUESNANT;29170;;FOUESNANT;47.872601527,-4.016515185
28054;LE BOULLAY MIVOYE;28210;;LE BOULLAY MIVOYE;48.654449512,1.4063024
